designation,winery,points
Flood Family Vineyards,Rancho Sisquoc,87
Flood Family Vineyards,Rancho Sisquoc,85
Flood Family Vineyards,Rancho Sisquoc,86
,Rancho Sisquoc,89
Flood Family Vineyards,Rancho Sisquoc,88
Flood Family Vineyards,Rancho Sisquoc,86
Flood Family Vineyards,Rancho Sisquoc,87
Cellar Select Flood Family Vineyards,Rancho Sisquoc,91
Flood Family Vineyards,Rancho Sisquoc,87
Flood Family Vineyards,Rancho Sisquoc,85
,Rancho Sisquoc,89
Flood Family Vineyards,Rancho Sisquoc,84
,Rancho Sisquoc,86
Flood Family Vineyards,Rancho Sisquoc,91
Cellar Select,Rancho Sisquoc,88
Flood Family Vineyards,Rancho Sisquoc,86
Flood Family Vineyards,Rancho Sisquoc,88
,Rancho Sisquoc,87
Tre Vini Flood Family Vineyards,Rancho Sisquoc,91
Flood Family Vineyards,Rancho Sisquoc,82
,Rancho Sisquoc,89
Flood Family Vineyards,Rancho Sisquoc,89
Cellar Select,Rancho Sisquoc,88
Flood Family Vineyards,Rancho Sisquoc,85
Flood Family Vineyards,Rancho Sisquoc,86
Flood Family Vineyards,Rancho Sisquoc,90
Flood Family Vineyards,Rancho Sisquoc,87
,Rancho Sisquoc,88
,Rancho Sisquoc,88
Flood Family Vineyards,Rancho Sisquoc,87
,Rancho Sisquoc,87
Flood Family Vineyards,Rancho Sisquoc,89
Flood Family Vineyards,Rancho Sisquoc,89
Flood Family Vineyards,Rancho Sisquoc,91
Flood Family Vineyards,Rancho Sisquoc,87
Flood Family Vineyards,Rancho Sisquoc,84
Flood Family Vineyards,Rancho Sisquoc,88
Flood Family Vineyards,Rancho Sisquoc,86
Flood Family Vineyards,Rancho Sisquoc,88
Flood Family Vineyards,Rancho Sisquoc,87
,Rancho Sisquoc,86
Flood Family Vineyard,Rancho Sisquoc,87
Flood Family Vineyards,Rancho Sisquoc,92
,Rancho Sisquoc,89
Flood Family Vineyards,Rancho Sisquoc,89
,Rancho Sisquoc,87
Flood Family Vineyards,Rancho Sisquoc,90
,Rancho Sisquoc,87
Flood Family Vineyards,Rancho Sisquoc,85
Flood Family Vineyards,Rancho Sisquoc,90
Flood Family Vineyards,Rancho Sisquoc,85
Flood Family Vineyards,Rancho Sisquoc,87
Toreador Monte Rosso Vineyard,Rancho Zabaco,91
Sonoma Heritage Vines,Rancho Zabaco,90
Sonoma Heritage Vines,Rancho Zabaco,86
Sonoma Heritage Vines,Rancho Zabaco,89
Monte Rosso Vineyard,Rancho Zabaco,83
Monte Rosso Vineyard Toreador,Rancho Zabaco,92
Reserve,Rancho Zabaco,87
Reserve,Rancho Zabaco,87
,Rancho Zabaco,87
Reserve,Rancho Zabaco,89
Reserve,Rancho Zabaco,82
Sonoma Heritage Vines,Rancho Zabaco,85
Reserve,Rancho Zabaco,82
Dancing Bull,Rancho Zabaco,84
Chiotti Vineyard,Rancho Zabaco,89
Reserve,Rancho Zabaco,86
Sonoma Heritage Vines,Rancho Zabaco,90
Monte Rosso Vineyard,Rancho Zabaco,83
Destiny Ridge Vineyard,Random Wine,86
,Random Wine,88
,Rangeland,88
,Rangeland,87
Selection,Ransom,87
Vineyard Reserve,Rapaura Springs,85
Virgin Berry,Raphael,90
Primo Reserve,Raphael,92
RosÃ© of,Raphael,88
La Tavola,Raphael,86
Estate,Raphael,85
RosÃ© of,Raphael,90
Reserve,Raphael,93
First Label,Raphael,90
,Raphael,85
Primo Reserve Estate Bottled,Raphael,93
Reserve,Raphael,92
,Raphael,85
First Label,Raphael,91
Estate Bottled,Raphael,87
Grand Cru,Raphael,85
Reserve,Raphael,91
,Raphael,89
First Label,Raphael,87
,Raphael,90
,Raphael,88
Estate Bottled,Raphael,86
Estate Bottled,Raphael,87
RosÃ© of,Raphael,88
,Raphael,87
Chardeaux,Raphael,85
La Tavola,Raphael,87
Estate,Raphael,88
,Raphael,87
,Raphael,90
La Fontana,Raphael,89
,Raphael,86
,Raphael,88
Reserve,Raphael,92
Estate,Raphael,89
Brut,Raphael Dal Bo,87
Brut Millesimato,Raphael Dal Bo,88
Extra Dry,Raphael Dal Bo,88
Extra Dry Millesimato,Raphael Dal Bo,88
,Raphael Sallet,87
Brut,Rapido,84
,Rapido Red,85
,Rapido Red,85
,Rapido Red,85
Super Reserve Bruto,Raposeira,84
Tinto Bruto,Raposeira,87
Velha Reserva Bruto,Raposeira,85
Reserve,Rappahannock Cellars,87
,Rappahannock Cellars,83
,Rappahannock Cellars,86
,Rappahannock Cellars,86
,Rappahannock Cellars,86
,Rappahannock Cellars,84
,Rappahannock Cellars,85
,Rappahannock Cellars,86
,Rappahannock Cellars,87
,Rappahannock Cellars,83
Shea Vineyard,Raptor Ridge,91
,Raptor Ridge,89
Estate,Raptor Ridge,88
,Raptor Ridge,88
Shea Vineyard,Raptor Ridge,91
Murto Vineyard,Raptor Ridge,83
Reserve,Raptor Ridge,86
Gran Moraine Vineyard,Raptor Ridge,92
,Raptor Ridge,86
,Raptor Ridge,88
,Raptor Ridge,85
Olenik Vineyard,Raptor Ridge,90
Shea Vineyard,Raptor Ridge,91
Reserve,Raptor Ridge,90
Crawford Beck Vineyard,Raptor Ridge,89
,Raptor Ridge,87
Black Hole Vineyard,Raptor Ridge,88
Adalfo's Block,Raptor Ridge,88
,Raptor Ridge,89
Shea Vineyard,Raptor Ridge,94
Meredith Mitchell Vineyard,Raptor Ridge,89
Trig,Raptor Ridge,88
,Raptor Ridge,90
Gran Moraine Vineyard,Raptor Ridge,88
Gran Moraine Vineyard,Raptor Ridge,88
Attica Vineyard,Raptor Ridge,90
Barrel Select,Raptor Ridge,89
,Raptor Ridge,89
Estate,Raptor Ridge,90
,Raptor Ridge,90
Estate Whole Cluster,Raptor Ridge,92
,Raptor Ridge,92
Meredith Mitchell Vineyard,Raptor Ridge,91
Shea Vineyard,Raptor Ridge,86
Estate,Raptor Ridge,87
Barrel Select,Raptor Ridge,89
Flight Club Select,Raptor Ridge,85
Meredith Mitchell Vineyard,Raptor Ridge,90
Black Blend Extremely Rare,Rare,87
4 Grape Blend,Rare,84
Grape 4 Blend,Rare,87
4 Grape Blend,Rare,83
Purple Blend,Rare,86
4 Grape Blend,Rare,82
Charles Heintz Vineyard,Rarecat,91
Old Toll Hillside Vineyard,Rarecat,91
Living in the Limelight,Rasa,93
QED,Rasa,91
Dream Deferred Wallula Vineyard,Rasa,90
Living in the Limelight Dionysus Vineyard,Rasa,93
Doctrina Perpetua,Rasa,94
QED Convergence,Rasa,91
Vox Populi,Rasa,92
Fianchetto Xl Vineyard,Rasa,91
Occam's Razor Block Ten,Rasa,93
QED Axiom of Choice,Rasa,90
Tilting at Windmills,Rasa,91
Principia Reserve,Rasa,94
Plus One,Rasa,90
Primus Inter Pares Monette's Vineyard,Rasa,91
Plus One Kiona Vineyard,Rasa,90
For the Love of the Game,Rasa,91
Creative Impulse,Rasa,92
Plus One Kiona Vineyard,Rasa,90
Occam's Razor,Rasa,86
Fiachetto XL Vineyard,Rasa,93
Vox Populi,Rasa,93
QED Axiom of Choice,Rasa,92
Doctrina Perpetua,Rasa,91
The Composer,Rasa,87
Principia Reserve,Rasa,93
Principia Reserve,Rasa,92
Primus Inter Pares Monette's Vineyard,Rasa,91
The Composer,Rasa,87
Tilting at Windmills XL Vineyard,Rasa,92
In Order to Form a More Perfect Union,Rasa,92
QED Axiom of Choice,Rasa,92
Vox Poluli,Rasa,90
Veritas Sequitur SJR Vineyard,Rasa,94
Doctrina Perpetua,Rasa,91
Creative Impulse DuBrul Vineyard,Rasa,93
,Rascal,86
,Rascal,84
,Rascal,85
,Rascal,81
Poggio Ciliegio,Rascioni e Cecconello,88
Poggio Ciliegio,Rascioni e Cecconello,89
Maremmino,Rascioni e Cecconello,88
Maremmino,Rascioni e Cecconello,88
Osa,Rascioni e Cecconello,88
,Rasi,93
Trentaquattro34,Rattalino,88
Trentaquattro 34,Rattalino,86
,Rattalino,89
Bussia Trentaquattro 34,Rattalino,86
Quarantadue42,Rattalino,88
Quarantadue,Rattalino,90
Quarantadue42,Rattalino,88
Quarantacinque Riserva,Rattalino,89
Trentaquattro,Rattalino,90
Trentaquattro,Rattalino,90
CuvÃ©e Marie-Luise Brut,Raumland,85
CuvÃ©e Katharina Brut,Raumland,89
Dickerson,Ravenswood,85
Dickerson Single Vineyard,Ravenswood,90
Old Hill Single Vineyard,Ravenswood,91
Old Vine,Ravenswood,91
Old Hill,Ravenswood,87
Big River Single Vineyard,Ravenswood,90
Barricia Vineyard,Ravenswood,89
Vintners Blend,Ravenswood,87
Icon Native Sonoma Mixed Blacks,Ravenswood,91
Pickberry Single Vineyard,Ravenswood,86
Besieged Old Vine California Heritage Varietals,Ravenswood,88
Besieged Old Vine California Heritage Varietals,Ravenswood,88
Old Hill,Ravenswood,90
Barricia,Ravenswood,93
Pickberry Single Vineyard,Ravenswood,86
Belloni Single Vineyard,Ravenswood,92
Old Hill,Ravenswood,88
Pickberry Vineyards,Ravenswood,88
Dickerson Single Vineyard,Ravenswood,92
Icon Native Sonoma Mixed Blocks,Ravenswood,89
Old Vine,Ravenswood,91
Old Hill,Ravenswood,95
Dickerson Vineyard,Ravenswood,90
Belloni Vineyard,Ravenswood,90
Teldeschi Single Vineyard,Ravenswood,90
Icon Mixed Blacks,Ravenswood,87
Old Hill Single Vineyard,Ravenswood,95
Big River,Ravenswood,88
Old Hill Single Vineyard,Ravenswood,91
Big River,Ravenswood,92
Pickberry Vineyards,Ravenswood,90
Besieged,Ravenswood,88
Vintners Blend,Ravenswood,87
Teldeschi Vineyard,Ravenswood,92
Barricia Vineyard,Ravenswood,88
Barricia Vineyard,Ravenswood,88
Vintners Blend,Ravenswood,86
Old Hill,Ravenswood,88
Big River,Ravenswood,88
Barricia Single Vineyard,Ravenswood,88
Teldeschi Vineyard,Ravenswood,88
Old Hill Single Vineyard,Ravenswood,93
Vintners Blend,Ravenswood,87
Dickerson,Ravenswood,92
Teldeschi Vineyard,Ravenswood,89
Tina 9,RaventÃ³s de Alella,86
,RaventÃ³s de Alella,84
,RaventÃ³s de Alella,84
Santa Maria,RaventÃ³s de Alella,84
Tina 20,RaventÃ³s de Alella,85
L'Hereu Reserva Brut,RaventÃ³s I Blanc,89
de Nit,RaventÃ³s I Blanc,92
Textures'de Pedra Blanc de Negres,RaventÃ³s I Blanc,92
L' Hereu,RaventÃ³s I Blanc,91
Conca del Riu Anoia Barcelona L'hereu,RaventÃ³s I Blanc,88
L'Hereu Reserva Brut,RaventÃ³s I Blanc,89
de Nit,RaventÃ³s I Blanc,92
Manuel RaventÃ³s,RaventÃ³s I Blanc,93
Conca del Riu Anoia Barcelona de Nit,RaventÃ³s I Blanc,91
Textures de Pedra,RaventÃ³s I Blanc,92
Silencis,RaventÃ³s I Blanc,88
de Nit,RaventÃ³s I Blanc,89
De La Finca,RaventÃ³s I Blanc,91
,Ravines,90
Dry,Ravines,90
Brut Sparkling Wine,Ravines,89
,Ravines,87
,Ravines,86
,Ravines,82
,Ravines,85
,Ravines,86
Pinot Dry,Ravines,88
,Ravines,86
Meritage Red Table Wine,Ravines,83
,Ravines,82
Argetsinger Vineyard Dry,Ravines,89
Dry,Ravines,86
Dry Pinot,Ravines,84
,Ravines,88
Domaine la Rabiotte,Ravoire et Fils,89
ChÃ¢teau Saint Hippolyte,Ravoire et Fils,87
Manon,Ravoire et Fils,84
Retrofollies,Ravoire et Fils,86
Fontanyl,Ravoire et Fils,87
Domaine des Bellugues,Ravoire et Fils,84
Le Pont,Ravoire et Fils,88
Domaine De Yves,Ravoire et Fils,86
Domaine Vallon des Cigales,Ravoire et Fils,87
Domaine Fredavelle,Ravoire et Fils,88
Le Pont,Ravoire et Fils,83
Florette,Ravoire et Fils,84
Domaine Carambole,Ravoire et Fils,85
Jas des Vignes,Ravoire et Fils,83
Domaine RichÃ©,Ravoire et Fils,89
Jas des Vignes,Ravoire et Fils,87
Domaine Bel Eouve,Ravoire et Fils,87
Domaine Saint FerrÃ©ol Les VauniÃ¨res,Ravoire et Fils,89
Domaine Mas ThÃ©rÃ¨se,Ravoire et Fils,91
Domaine Fontanyl,Ravoire et Fils,85
Manon,Ravoire et Fils,85
Domaine des Bellugues,Ravoire et Fils,84
Le Pont,Ravoire et Fils,84
Domaine Bel Eouve,Ravoire et Fils,88
Domaine Fontanyl,Ravoire et Fils,85
Retrofollies,Ravoire et Fils,86
Domaine Fontanyul,Ravoire et Fils,84
Le Pont,Ravoire et Fils,88
Domaine la Rabiotte,Ravoire et Fils,87
Domaine la Rabiotte,Ravoire et Fils,90
Domaine la Rabiotte,Ravoire et Fils,90
Domaine Mas ThÃ©rÃ¨se,Ravoire et Fils,91
ChÃ¢teau Saint Hippolyte,Ravoire et Fils,90
Le Pont,Ravoire et Fils,87
Domaine Fontanyul,Ravoire et Fils,84
Domaine Bel Eouve,Ravoire et Fils,89
Domaine la Rabiotte,Ravoire et Fils,86
Domaine Fleur Passion,Ravoire et Fils,88
Domaine de la Rabiotte,Ravoire et Fils,87
Jas des Vignes,Ravoire et Fils,87
Domaine Fontval Grenache-MourvÃ¨dre,Ravoire et Fils,84
Domaine des Martyrs,Ravoire et Fils,88
Domaine Bel Eouve,Ravoire et Fils,89
Florette,Ravoire et Fils,85
Domaine le Grand DestrÃ©,Ravoire et Fils,84
Domaine Champelle,Ravoire et Fils,87
Domaine Saint FerrÃ©ol Les VauniÃ¨res,Ravoire et Fils,89
Esprit de Sainte-Victoire,Ravoire et Fils,89
Soleillades,Ravoire et Fils,85
Fontanyl,Ravoire et Fils,87
Domaine du Bois de la Neuve,Ravoire et Fils,87
Domaine Champelle,Ravoire et Fils,90
Domaine Carambole,Ravoire et Fils,85
Domaine De Yves,Ravoire et Fils,86
Le Pont,Ravoire et Fils,88
,Rawson's,86
Syn,Raylee,86
Finnegan Hill Vineyard,Raylee,87
Eagle's Select Red Wine,RayLen,84
,RayLen,83
Category 5 Red Wine,RayLen,84
District Collection,Raymond,90
District Collection,Raymond,91
Reserve Selection,Raymond,89
Generations,Raymond,92
LVE Legend Vineyard Exclusive,Raymond,89
Reserve,Raymond,85
R Collection Lot No. 7 Field Blend,Raymond,84
District Collection,Raymond,89
Reserve Selection,Raymond,92
Estate Collection,Raymond,90
District Collection,Raymond,92
Generations,Raymond,94
Reserve Selection,Raymond,90
Reserve,Raymond,93
Reserve,Raymond,87
District Collection,Raymond,92
Reserve,Raymond,87
Estate Collection,Raymond,89
Generations,Raymond,92
District Collection,Raymond,88
,Raymond,89
District Collection,Raymond,88
R Collection Lot No. 3,Raymond,87
Generations,Raymond,94
Small Lot Collection,Raymond,90
District Collection,Raymond,91
Reserve Selection,Raymond,90
Generations,Raymond,91
Small Lot Collection Barrel-Fermented,Raymond,87
Reserve Selection,Raymond,87
Generations,Raymond,90
District Collection,Raymond,90
Reserve Selection,Raymond,87
Estates,Raymond,83
Small Lot Collection,Raymond,87
Reserve Selection,Raymond,90
District Collection,Raymond,86
District Collection,Raymond,93
R Collection,Raymond,86
Reserve Selection,Raymond,88
Generations,Raymond,90
Reserve,Raymond,87
Estate Collection,Raymond,88
Family Classic,Raymond,89
Reserve,Raymond,89
R Collection Lot No 3,Raymond,87
District Collection,Raymond,93
R Collection,Raymond,83
Reserve Selection,Raymond,90
District Collection,Raymond,92
R Collection,Raymond,85
Reserve Selection,Raymond,88
Reserve Selection,Raymond,90
Estates,Raymond,86
District Collection,Raymond,86
Small Lot Collection White,Raymond,89
District Collection,Raymond,91
District Collection,Raymond,94
Reserve Selection,Raymond,90
District Collection,Raymond,90
Family Classic,Raymond,87
District Collection,Raymond,88
District Collection,Raymond,90
District Collection,Raymond,93
,Raymond,88
District Collection,Raymond,93
Reserve,Raymond,88
Small Lot Collection,Raymond,90
Reserve Selection,Raymond,92
District Collection,Raymond,91
Reserve Selection,Raymond,90
District Collection,Raymond,92
R Collection Lot No 7 Field Blend,Raymond,83
CuvÃ©e Prestige,Raymond Beck,87
,Raymond Burr,87
,Raymond Burr,87
,Raymond Burr,86
Coro Mendocino,Ray's Station Vineyards,90
,Ray's Station Vineyards,87
,Rayun,87
,Rayun,83
,Rayun,85
,Rayun,83
,Rayun,82
,Rayun,82
,Rayun,84
,Razor's Edge,89
,Razor's Edge,84
,Razor's Edge,90
,Razor's Edge,84
Rendezvous,RdV,91
Lost Mountain,RdV,91
,Re Manfredi,88
Serpara,Re Manfredi,91
Vigneto Serpara,Re Manfredi,90
,Re Manfredi,90
,Re Manfredi,87
Serpara,Re Manfredi,93
Separa,Re Manfredi,85
Blanco,Real CompaÃ±ia de Vinos,88
,Real CompaÃ±ia de Vinos,84
,Real CompaÃ±ia de Vinos,82
,Real CompaÃ±ia de Vinos,83
Blanco,Real CompaÃ±ia de Vinos,83
,Real CompaÃ±ia de Vinos,84
,Real Companhia Velha,85
Porca de MurÃ§a Reserva Branco,Real Companhia Velha,88
Quinta dos Aciprestes Reserva,Real Companhia Velha,91
Evel Branco,Real Companhia Velha,86
Evel,Real Companhia Velha,86
Porca de MurÃ§a Tinto,Real Companhia Velha,88
Evel Branco,Real Companhia Velha,86
Quinta dos Aciprestes,Real Companhia Velha,88
Evel Branco,Real Companhia Velha,86
Quinta dos Aciprestes Reserva,Real Companhia Velha,92
Quinta de CidrÃ´,Real Companhia Velha,84
Quinta dos Aciprestes Reserva,Real Companhia Velha,92
Evel Branco,Real Companhia Velha,85
Porca de MurÃ§a Reserva Tinto,Real Companhia Velha,88
GrandjÃ³ Late Harvest,Real Companhia Velha,92
Porca de MurÃ§a Reserva,Real Companhia Velha,89
Porca de MurÃ§a Reserva Tinto,Real Companhia Velha,89
Quinta de CidrÃ´,Real Companhia Velha,87
Quinta dos Aciprestes Reserva,Real Companhia Velha,92
Evel Branco,Real Companhia Velha,86
Quinta dos Aciprestes Grande Reserva,Real Companhia Velha,93
Porca de MurÃ§a Reserva,Real Companhia Velha,90
Quinta dos Aciprestes,Real Companhia Velha,90
Quinta de CidrÃ´,Real Companhia Velha,86
Late Bottled Vintage,Real Companhia Velha,89
Quinta de CidrÃ´ Reserva,Real Companhia Velha,91
Evel Tinto,Real Companhia Velha,87
Evel Tinto,Real Companhia Velha,88
Porca de MurÃ§a Branco,Real Companhia Velha,87
Quinta de CidrÃ´,Real Companhia Velha,88
Evel Branco,Real Companhia Velha,86
Porca de MurÃ§a Branco,Real Companhia Velha,86
Evel Reserva,Real Companhia Velha,91
GrandjÃ³ Late Harvest,Real Companhia Velha,88
Evel Reserva,Real Companhia Velha,90
Quinta de CidrÃ´ Reserva,Real Companhia Velha,91
Quinta de CidrÃ´,Real Companhia Velha,85
10 Years Old Tawny,Real Companhia Velha,85
Porca de MurÃ§a Tinto,Real Companhia Velha,88
GrandjÃ³ Late Harvest,Real Companhia Velha,88
Evel Reserva,Real Companhia Velha,90
,Real del Pedro,84
RSV 1601 El Duque de Lerma,Real Sitio de Ventosilla,88
,Reaper,88
,Reaper,90
,Reaper,90
,Reaper,88
,Reaper,86
,Reaper,88
,Reaper,89
,Reaper,88
New Moon,Reasons,91
,Reasons,93
,Reasons,88
,Reata,88
,Reata,88
Reata,Reata,85
Three County,Reata,87
,Reata,88
,Reata,90
,Reata,92
,Rebusity,86
,Rebusity,86
,Rebusity,85
,Recanati,85
,Recanati,89
Reserve Wild,Recanati,90
Kosher,Recanati,84
Kosher Yasmin White,Recanati,85
Special Reserve,Recanati,91
Reserve Wild,Recanati,91
Wild Reserve,Recanati,92
,Recanati,86
Yasmin Red,Recanati,89
,Recanati,86
Yasmin White,Recanati,88
Reserve David Vineyard,Recanati,94
Kosher,Recanati,86
,Recanati,87
Yasmin White,Recanati,88
,Recanati,89
,Recanati,92
Yasmin,Recanati,85
Single Vineyard Reserve Kosher,Recanati,89
Special Reserve Kosher,Recanati,84
,Recanati,88
Yasmin Red Kosher,Recanati,85
Reserve,Recanati,90
,Recanati,86
Kosher Reserve Petit Syrah-Zinfandel,Recanati,86
Yasmin Red,Recanati,87
,Recanati,90
Yasmin Red,Recanati,89
,Recanati,87
,Recanati,85
,Recanati,86
Yasmin,Recanati,85
,Recanati,90
Reserve,Recanati,86
Reserve,Recanati,90
Kosher,Recanati,84
Yasmin Kosher White,Recanati,86
,Recanati,91
Kosher,Recanati,86
,Recanati,90
Single Vineyard Reserve Kosher,Recanati,88
Reserve,Recanati,90
Reserve,Recanati,93
Yasmin,Recanati,90
,Recanati,88
Yasmin White,Recanati,88
Special Reserve,Recanati,92
,Recanati,89
Yasmin White Chardonnay-Sauvignon Blanc,Recanati,89
,Recanati,93
Kosher Reserve,Recanati,84
Reserve Manara Vineyard,Recanati,86
,Recanati,85
,Recanati,92
Reserve,Recanati,92
,Recanati,85
,Recanati,88
Kosher,Recanati,84
,Recanati,87
Reserve,Recanati,89
Special Reserve,Recanati,89
Reserve,Recanati,92
,Recanati,85
David Vineyard Reserve,Recanati,90
Kosher,Recanati,86
,Recanati,92
,Recanati,88
Yasmin Kosher White,Recanati,86
Kosher Reserve,Recanati,85
Kosher,Recanati,86
,Recanati,86
Special Reserve,Recanati,91
Reserve,Recanati,93
,Recanati,89
Reserve Kosher,Recanati,88
Yasmin Kosher Red,Recanati,87
Special Reserve,Recanati,92
Reserve Kosher Petite Sirah-Zinfandel,Recanati,85
,Recanati,85
David Vineyard Reserve,Recanati,90
Yasmin Red Kosher,Recanati,84
Special Reserve White,Recanati,88
Reserve Kosher,Recanati,89
Diamond,Recanati,90
,Recanati,85
Le Muraie,Recchia,87
Ca' Bertoldi,Recchia,91
Le Muraie,Recchia,87
Ca' Bertoldi,Recchia,89
Vendimia Seleccionada,Recoletas,91
ValdecampaÃ±a Crianza,Recoletas,88
Crianza,Recorba,87
Crianza,Recorba,86
,Record Family Wines,89
Reserve,Record Family Wines,89
Genesis,Record Family Wines,91
Reserve,Record Family Wines,89
,Record Family Wines,89
,Record Family Wines,85
Randy's Red,Record Family Wines,83
Colleita Seleccionada,Rectoral de Amandi,85
,Rectoral do Mar,89
,Rectoral do Mar,89
,Rectoral do Umia,85
Abellio,Rectoral do Umia,85
,Recuerdo,84
,Recuerdo,88
,Recuerdo,84
,Recuerdo,88
Gran Corte,Recuerdo,90
Proprietary,Red 7,85
,Red C,87
Allan Nelson Vineyard,Red C,88
,Red Cap,86
Manchester Ridge Vineyard,Red Car,86
,Red Car,88
Platt Vineyard,Red Car,93
RosÃ© of,Red Car,92
Vivio Vineyard,Red Car,90
,Red Car,92
Manchester Ridge Vineyard,Red Car,92
,Red Car,91
Vivio Vineyard,Red Car,94
Hagan Vineyard,Red Car,93
Estate Vineyard,Red Car,92
Doc's Ranch Vineyard,Red Car,92
,Red Car,91
Estate,Red Car,93
Zephyr Farms Vineyard,Red Car,88
Heaven & Earth,Red Car,92
Zephyr Farms Vineyard,Red Car,93
,Red Car,91
Doc's Ranch Vineyard,Red Car,92
Estate Vineyard,Red Car,93
,Red Car,86
,Red Earth,84
,Red Earth,83
,Red Earth,84
,Red Electra,88
,Red Electra,89
,Red Fox,83
Old Vine,Red Guitar,85
Old Vine,Red Guitar,85
Old Vine Garnacha,Red Guitar,84
,Red Hill (NZ),84
,Red Knot,86
,Red Knot,90
,Red Knot,84
Signature,Red Knot,90
,Red Knot,83
,Red Knot,90
,Red Knot,80
Dutton Ranch,Red Mare,91
,Red Mud,86
Unoaked,Red Mud,81
,Red Mud,85
,Red Newt Cellars,89
Dry,Red Newt Cellars,88
Sawmill Creek Vineyards Fred Block,Red Newt Cellars,86
Circle,Red Newt Cellars,90
,Red Newt Cellars,90
Viridescens,Red Newt Cellars,84
Tango Oaks Vineyard,Red Newt Cellars,91
Sawmill Creek Vineyards,Red Newt Cellars,87
,Red Newt Cellars,90
Bullhorn Creek Vineyard,Red Newt Cellars,87
Curry Creek Vineyards,Red Newt Cellars,87
Lahoma Vineyard The Knoll,Red Newt Cellars,87
Tango Oaks Vineyard,Red Newt Cellars,89
,Red Newt Cellars,87
Sawmill Creek Vineyards North Block,Red Newt Cellars,88
Lahoma Vineyard The Knoll,Red Newt Cellars,87
Circle,Red Newt Cellars,88
Viridescens,Red Newt Cellars,90
Circle,Red Newt Cellars,90
,Red Newt Cellars,86
Curry Creek Vineyards,Red Newt Cellars,84
,Red Newt Cellars,88
Lahoma Vineyards,Red Newt Cellars,89
Curry Creek Vineyards,Red Newt Cellars,88
Glacier Ridge Vineyards,Red Newt Cellars,90
,Red Newt Cellars,85
Circle,Red Newt Cellars,88
Syrah-Cabernet Franc,Red Newt Cellars,87
Sawmill Creek Vineyards,Red Newt Cellars,84
Circle,Red Newt Cellars,88
Bullhorn Creek Vineyard,Red Newt Cellars,90
Circle,Red Newt Cellars,88
Semi-Dry,Red Newt Cellars,88
Dry,Red Newt Cellars,89
,Red Newt Cellars,87
,Red Newt Cellars,88
Semi-Dry,Red Newt Cellars,89
Curry Creek Vineyards,Red Newt Cellars,88
Glacier Ridge Vineyards,Red Newt Cellars,90
Semi-Dry,Red Newt Cellars,89
Dry,Red Newt Cellars,88
Curry Creek Vineyards,Red Newt Cellars,87
Tango Oaks Vineyard,Red Newt Cellars,90
Sawmill Creek Vineyards,Red Newt Cellars,90
Dry,Red Newt Cellars,89
Sawmill Creek Vineyards,Red Newt Cellars,90
,Red Newt Cellars,84
Circle,Red Newt Cellars,90
Curry Creek Vineyards,Red Newt Cellars,85
,Red Newt Cellars,89
Semi-Dry,Red Newt Cellars,88
Curry Creek Vineyards,Red Newt Cellars,88
Dry,Red Newt Cellars,90
,Red Pony Ranch,87
,Red Pony Ranch,84
,Red Pony Ranch,82
,Red Pony Ranch,84
,Red Pony Ranch,84
,Red Pony Ranch,82
,Red Pony Ranch,87
,Red Pony Ranch,83
Reserva Estate Bottled,Red Puro,86
Reserve,Red Rock,83
Reserve,Red Rock,84
Reserve,Red Rock,85
Reserve,Red Rock,84
Reserve,Red Rock,82
Reserve,Red Rock,83
Winemaker's Blend Reserve,Red Rock,90
